accession	TopHit	E_value	PecID	TaxID	TaxString
GCA_000008085-CALJACFG_03070	AAR39143.1_NEQ295_[Nanoarchaeum_equitans_Kin4-M]	9.0e-164	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03080	AAR39144.1_NEQ297_[Nanoarchaeum_equitans_Kin4-M]	6.1e-41	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03090	AAR39145.1_NEQ296_[Nanoarchaeum_equitans_Kin4-M]	1.3e-33	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03100	AAR39146.1_NEQ298_[Nanoarchaeum_equitans_Kin4-M]	6.5e-125	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03110	AAR39147.1_NEQ299_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03120	AAR39148.1_NEQ300_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03130	AAR39149.1_NEQ301_[Nanoarchaeum_equitans_Kin4-M]	9.8e-43	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03140	Q74MU5.1_RecName:_Full=Glutamate--tRNA_ligase;_AltName:_Full=Glutamyl-tRNA_synthetase;_Short=GluRS	3.4e-308	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03150	AAR39151.1_NEQ303_[Nanoarchaeum_equitans_Kin4-M]	1.8e-40	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03160	AAR39152.1_NEQ304_[Nanoarchaeum_equitans_Kin4-M]	2.6e-26	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03170	-	-	-	-	-
GCA_000008085-CALJACFG_03180	AAR39153.1_NEQ305_[Nanoarchaeum_equitans_Kin4-M]	9.1e-80	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03190	AAR39154.1_NEQ306_[Nanoarchaeum_equitans_Kin4-M]	1.6e-120	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03200	AAR39155.1_NEQ307_[Nanoarchaeum_equitans_Kin4-M]	5.2e-90	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03210	AAR39156.1_NEQ309_[Nanoarchaeum_equitans_Kin4-M]	1.6e-73	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03220	AAR39157.1_NEQ308_[Nanoarchaeum_equitans_Kin4-M]	1.5e-280	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03230	AAR39158.1_NEQ310_[Nanoarchaeum_equitans_Kin4-M]	1.6e-73	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03240	AAR39159.1_NEQ312_[Nanoarchaeum_equitans_Kin4-M]	2.2e-87	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03250	Q74NH9.1_RecName:_Full=50S_ribosomal_protein_L30	1.3e-79	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03260	AAR39161.1_NEQ314_[Nanoarchaeum_equitans_Kin4-M]	3.7e-38	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03270	AAR39162.1_NEQ313_[Nanoarchaeum_equitans_Kin4-M]	3.3e-62	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03280	Q74MA7.1_RecName:_Full=dCTP_deaminase,_dUMP-forming;_AltName:_Full=Bifunctional_dCTP_deaminase:dUTPase;_AltName:_Full=DCD-DUT	3.1e-107	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03290	AAR39164.1_NEQ315_[Nanoarchaeum_equitans_Kin4-M]	1.2e-140	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03300	AAR39165.1_NEQ317_[Nanoarchaeum_equitans_Kin4-M]	2.3e-69	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03310	AAR39166.1_NEQ318_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03320	P62427.1_RecName:_Full=50S_ribosomal_protein_L7Ae;_AltName:_Full=Ribosomal_protein_L8e	5.8e-59	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03330	AAR39168.1_NEQ321_[Nanoarchaeum_equitans_Kin4-M]	1.6e-76	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03340	Q74MA1.1_RecName:_Full=30S_ribosomal_protein_S17e	2.5e-30	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03350	AAR39170.1_NEQ322_[Nanoarchaeum_equitans_Kin4-M]	4.7e-32	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03360	AAR39171.1_NEQ324_[Nanoarchaeum_equitans_Kin4-M]	5.3e-71	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03370	Q74M98.1_RecName:_Full=Translation_initiation_factor_2_subunit_beta;_AltName:_Full=aIF2-beta;_AltName:_Full=eIF-2-beta	8.3e-75	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03380	AAR39173.1_NEQ325_[Nanoarchaeum_equitans_Kin4-M]	1.5e-112	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03390	Q74NJ4.1_RecName:_Full=30S_ribosomal_protein_S17	1.8e-59	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03400	AAR39175.1_NEQ328_[Nanoarchaeum_equitans_Kin4-M]	1.5e-33	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03410	AAR39176.1_NEQ327_[Nanoarchaeum_equitans_Kin4-M]	5.1e-81	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03420	AAR39177.1_NEQ329_[Nanoarchaeum_equitans_Kin4-M]	4.4e-91	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03430	AAR39178.1_NEQ330_[Nanoarchaeum_equitans_Kin4-M]	5.3e-178	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03440	-	-	-	-	-
GCA_000008085-CALJACFG_03450	AAR39179.1_NEQ331_[Nanoarchaeum_equitans_Kin4-M]	6.4e-20	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03460	AAR39180.1_NEQ332_[Nanoarchaeum_equitans_Kin4-M]	3.9e-156	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03470	AAR39181.1_NEQ334_[Nanoarchaeum_equitans_Kin4-M]	4.3e-89	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03480	P60354.1_RecName:_Full=tRNA_pseudouridine_synthase_A;_AltName:_Full=tRNA_pseudouridine(38-40)_synthase;_AltName:_Full=tRNA_pseudouridylate_synthase_I;_AltName:_Full=tRNA-uridine_isomerase_I	1.0e-116	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03490	AAR39183.1_NEQ335_[Nanoarchaeum_equitans_Kin4-M]	8.0e-94	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03500	AAR39184.1_NEQ336_[Nanoarchaeum_equitans_Kin4-M]	9.1e-150	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03510	Q74MB5.1_RecName:_Full=DNA-directed_RNA_polymerase_subunit_N	3.5e-31	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03520	AAR39186.1_NEQ337_[Nanoarchaeum_equitans_Kin4-M]	7.7e-100	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03530	RLG16377.1_50S_ribosomal_protein_L24e_[Nanoarchaeota_archaeon]	6.8e-11	70.6	2026764	Archaea,Nanoarchaeota,none,none,none,none,Nanoarchaeota_archaeon
GCA_000008085-CALJACFG_03540	AAR39187.1_NEQ340_[Nanoarchaeum_equitans_Kin4-M]	1.2e-100	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03550	AAR39188.1_NEQ339_[Nanoarchaeum_equitans_Kin4-M]	1.7e-76	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03560	Q74MB1.1_RecName:_Full=DNA_primase_DnaG	1.2e-197	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03570	AAR39190.1_NEQ342_[Nanoarchaeum_equitans_Kin4-M]	3.6e-188	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03580	AAR39191.1_NEQ344_[Nanoarchaeum_equitans_Kin4-M]	8.5e-72	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03590	AAR39192.1_NEQ343_[Nanoarchaeum_equitans_Kin4-M]	5.8e-94	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03600	AAR39193.1_NEQ345_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03610	Q74NK2.1_RecName:_Full=Bifunctional_methyltransferase-like/endonuclease;_Includes:_RecName:_Full=Probable_methylated-DNA--protein-cysteine_methyltransferase-like;_Includes:_RecName:_Full=Endonuclease_V;_AltName:_Full=Deoxyinosine_3'endonuclease;_AltName:_Full=Deoxyribonuclease_V;_Short=DNase_V	9.3e-172	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03620	Q74NK1.1_RecName:_Full=50S_ribosomal_protein_L18Ae;_AltName:_Full=50S_ribosomal_protein_L20e;_AltName:_Full=50S_ribosomal_protein_LX	8.1e-35	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03630	AAR39196.1_NEQ347_[Nanoarchaeum_equitans_Kin4-M]	6.1e-151	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03640	AAR39197.1_NEQ348_[Nanoarchaeum_equitans_Kin4-M]	5.4e-20	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03650	AAR39198.1_NEQ349_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03660	AAR39199.1_NEQ350_[Nanoarchaeum_equitans_Kin4-M]	4.8e-51	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03670	AAR39200.1_NEQ351_[Nanoarchaeum_equitans_Kin4-M]	9.2e-30	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03680	AAR39201.1_NEQ352_[Nanoarchaeum_equitans_Kin4-M]	4.4e-104	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03690	AAR39202.1_NEQ353_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03700	-	-	-	-	-
GCA_000008085-CALJACFG_03710	AAR39204.1_NEQ356_[Nanoarchaeum_equitans_Kin4-M]	9.5e-71	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03720	AAR39205.1_NEQ355_[Nanoarchaeum_equitans_Kin4-M]	2.2e-44	98.9	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03730	AAR39206.1_NEQ358_[Nanoarchaeum_equitans_Kin4-M]	6.5e-122	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03740	AAR39207.1_NEQ357_[Nanoarchaeum_equitans_Kin4-M]	5.1e-75	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03750	P61031.1_RecName:_Full=30S_ribosomal_protein_S28e	2.5e-40	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03760	P60408.1_RecName:_Full=50S_ribosomal_protein_L2	6.1e-134	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03770	AAR39210.1_NEQ360_[Nanoarchaeum_equitans_Kin4-M]	1.1e-239	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03780	AAR39211.1_NEQ362_[Nanoarchaeum_equitans_Kin4-M]	2.7e-140	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03790	P60851.1_RecName:_Full=DNA/RNA-binding_protein_Alba	2.1e-39	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03800	AAR39213.1_NEQ364_[Nanoarchaeum_equitans_Kin4-M]	4.1e-34	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03810	AAR39214.1_NEQ365_[Nanoarchaeum_equitans_Kin4-M]	9.0e-151	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03820	AAR39215.1_NEQ366_[Nanoarchaeum_equitans_Kin4-M]	8.8e-122	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03830	AAR39216.1_NEQ367_[Nanoarchaeum_equitans_Kin4-M]	1.8e-107	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03840	AAR39217.1_NEQ368_[Nanoarchaeum_equitans_Kin4-M]	9.1e-164	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03850	AAR39218.1_NEQ369_[Nanoarchaeum_equitans_Kin4-M]	5.7e-305	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03860	AAR39219.1_NEQ370_[Nanoarchaeum_equitans_Kin4-M]	2.5e-95	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03870	AAR39220.1_NEQ372_[Nanoarchaeum_equitans_Kin4-M]	7.9e-111	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03880	AAR39221.1_NEQ371_[Nanoarchaeum_equitans_Kin4-M]	1.5e-59	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03890	AAR39222.1_NEQ373_[Nanoarchaeum_equitans_Kin4-M]	3.2e-36	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03900	AAR39223.1_NEQ375_[Nanoarchaeum_equitans_Kin4-M]	1.1e-107	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03910	-	-	-	-	-
GCA_000008085-CALJACFG_03920	AAR39224.1_NEQ376_[Nanoarchaeum_equitans_Kin4-M]	7.5e-97	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03930	AAR39225.1_NEQ377_[Nanoarchaeum_equitans_Kin4-M]	1.2e-54	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03940	RLI90413.1_hypothetical_protein_DRO95_06225_[Candidatus_Altiarchaeales_archaeon]	7.7e-11	48.1	2250256	Archaea,Candidatus_Altiarchaeota,none,Candidatus_Altiarchaeales,none,none,Candidatus_Altiarchaeales_archaeon
GCA_000008085-CALJACFG_03950	Q74N11.1_RecName:_Full=UPF0173_metal-dependent_hydrolase_NEQ378	1.1e-118	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03960	AAR39227.1_NEQ379_[Nanoarchaeum_equitans_Kin4-M]	9.1e-72	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03970	AAR39228.1_NEQ380_[Nanoarchaeum_equitans_Kin4-M]	3.5e-256	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03980	AAR39229.1_NEQ381_[Nanoarchaeum_equitans_Kin4-M]	1.9e-146	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_03990	P62132.1_RecName:_Full=DNA_double-strand_break_repair_protein_Mre11	1.5e-205	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04000	AAR39231.1_NEQ382_[Nanoarchaeum_equitans_Kin4-M]	2.0e-191	99.7	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04010	AAR39232.1_NEQ384_[Nanoarchaeum_equitans_Kin4-M]	2.7e-126	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04020	AAR39233.1_NEQ386_[Nanoarchaeum_equitans_Kin4-M]	1.2e-58	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04030	AAR39234.1_NEQ385_[Nanoarchaeum_equitans_Kin4-M]	5.1e-44	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04040	AAR39235.1_NEQ387_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04050	Q74MD4.1_RecName:_Full=30S_ribosomal_protein_S5	4.1e-127	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04060	Q74MD3.1_RecName:_Full=Tyrosine--tRNA_ligase;_AltName:_Full=Tyrosyl-tRNA_synthetase;_Short=TyrRS	1.2e-208	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04070	AAR39238.1_NEQ392_[Nanoarchaeum_equitans_Kin4-M]	7.6e-80	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04080	AAR39239.1_NEQ391_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04090	Q74N24.2_RecName:_Full=Translation_initiation_factor_5A;_AltName:_Full=Hypusine-containing_protein;_AltName:_Full=eIF-5A	6.4e-70	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04100	AAR39241.1_NEQ396_[Nanoarchaeum_equitans_Kin4-M]	1.2e-177	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04110	AAR39242.1_NEQ395_[Nanoarchaeum_equitans_Kin4-M]	1.3e-229	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_04120	AAR39243.1_NEQ397_[Nanoarchaeum_equitans_Kin4-M]	1.3e-50	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
